loss,delay,fast_recovery,md5_hash,ttc
1,0,True,d41d8cd98f00b204e9800998ecf8427e,0.003191709518432617
1,0,True,d41d8cd98f00b204e9800998ecf8427e,0.0051648616790771484
1,0,True,d41d8cd98f00b204e9800998ecf8427e,0.002979755401611328
1,0,True,d41d8cd98f00b204e9800998ecf8427e,0.0029838085174560547
1,0,True,d41d8cd98f00b204e9800998ecf8427e,0.009089469909667969
1,0,False,d41d8cd98f00b204e9800998ecf8427e,0.0022444725036621094
1,0,False,d41d8cd98f00b204e9800998ecf8427e,0.002790212631225586
1,0,False,d41d8cd98f00b204e9800998ecf8427e,0.005446434020996094
1,0,False,d41d8cd98f00b204e9800998ecf8427e,0.0026051998138427734
1,0,False,d41d8cd98f00b204e9800998ecf8427e,0.0042133331298828125
1,20,True,d41d8cd98f00b204e9800998ecf8427e,0.00403904914855957
1,20,True,d41d8cd98f00b204e9800998ecf8427e,0.00246429443359375
1,20,True,d41d8cd98f00b204e9800998ecf8427e,0.002338886260986328
1,20,True,d41d8cd98f00b204e9800998ecf8427e,0.004591226577758789
1,20,True,d41d8cd98f00b204e9800998ecf8427e,0.004678249359130859
1,20,False,d41d8cd98f00b204e9800998ecf8427e,0.0030357837677001953
1,20,False,d41d8cd98f00b204e9800998ecf8427e,0.003160715103149414
1,20,False,d41d8cd98f00b204e9800998ecf8427e,0.008546590805053711
1,20,False,d41d8cd98f00b204e9800998ecf8427e,0.004941701889038086
1,20,False,d41d8cd98f00b204e9800998ecf8427e,0.0028281211853027344
1,40,True,d41d8cd98f00b204e9800998ecf8427e,0.0025093555450439453
1,40,True,d41d8cd98f00b204e9800998ecf8427e,0.0036592483520507812
1,40,True,d41d8cd98f00b204e9800998ecf8427e,0.007921695709228516
1,40,True,d41d8cd98f00b204e9800998ecf8427e,0.003319978713989258
1,40,True,d41d8cd98f00b204e9800998ecf8427e,0.0034470558166503906
1,40,False,d41d8cd98f00b204e9800998ecf8427e,0.004139900207519531
1,40,False,d41d8cd98f00b204e9800998ecf8427e,0.009865999221801758
1,40,False,d41d8cd98f00b204e9800998ecf8427e,0.004904985427856445
1,40,False,d41d8cd98f00b204e9800998ecf8427e,0.004146575927734375
1,40,False,d41d8cd98f00b204e9800998ecf8427e,0.003968715667724609
1,60,True,d41d8cd98f00b204e9800998ecf8427e,0.003057241439819336
1,60,True,d41d8cd98f00b204e9800998ecf8427e,0.0057408809661865234
1,60,True,d41d8cd98f00b204e9800998ecf8427e,0.011649608612060547
1,60,True,d41d8cd98f00b204e9800998ecf8427e,0.0028276443481445312
1,60,True,d41d8cd98f00b204e9800998ecf8427e,0.0026693344116210938
1,60,False,d41d8cd98f00b204e9800998ecf8427e,0.003266572952270508
1,60,False,d41d8cd98f00b204e9800998ecf8427e,0.003565549850463867
1,60,False,d41d8cd98f00b204e9800998ecf8427e,0.007166385650634766
1,60,False,d41d8cd98f00b204e9800998ecf8427e,0.002922534942626953
1,60,False,d41d8cd98f00b204e9800998ecf8427e,0.0029168128967285156
1,80,True,d41d8cd98f00b204e9800998ecf8427e,0.003237485885620117
1,80,True,d41d8cd98f00b204e9800998ecf8427e,0.003850221633911133
1,80,True,d41d8cd98f00b204e9800998ecf8427e,0.0030934810638427734
1,80,True,d41d8cd98f00b204e9800998ecf8427e,0.005551576614379883
1,80,True,d41d8cd98f00b204e9800998ecf8427e,0.002348184585571289
1,80,False,d41d8cd98f00b204e9800998ecf8427e,0.002261638641357422
1,80,False,d41d8cd98f00b204e9800998ecf8427e,0.0059130191802978516
1,80,False,d41d8cd98f00b204e9800998ecf8427e,0.0032625198364257812
1,80,False,d41d8cd98f00b204e9800998ecf8427e,0.0056765079498291016
1,80,False,d41d8cd98f00b204e9800998ecf8427e,0.004897594451904297
1,100,True,d41d8cd98f00b204e9800998ecf8427e,0.0027976036071777344
1,100,True,d41d8cd98f00b204e9800998ecf8427e,0.0042057037353515625
1,100,True,d41d8cd98f00b204e9800998ecf8427e,0.004454612731933594
1,100,True,d41d8cd98f00b204e9800998ecf8427e,0.0031778812408447266
1,100,True,d41d8cd98f00b204e9800998ecf8427e,0.003924369812011719
1,100,False,d41d8cd98f00b204e9800998ecf8427e,0.005501747131347656
1,100,False,d41d8cd98f00b204e9800998ecf8427e,0.012400388717651367
1,100,False,d41d8cd98f00b204e9800998ecf8427e,0.006027698516845703
1,100,False,d41d8cd98f00b204e9800998ecf8427e,0.0025174617767333984
1,100,False,d41d8cd98f00b204e9800998ecf8427e,0.004992008209228516
1,120,True,d41d8cd98f00b204e9800998ecf8427e,0.012123823165893555
1,120,True,d41d8cd98f00b204e9800998ecf8427e,0.003853321075439453
1,120,True,d41d8cd98f00b204e9800998ecf8427e,0.004244804382324219
1,120,True,d41d8cd98f00b204e9800998ecf8427e,0.003859996795654297
1,120,True,d41d8cd98f00b204e9800998ecf8427e,0.002195596694946289
1,120,False,d41d8cd98f00b204e9800998ecf8427e,0.004244089126586914
1,120,False,d41d8cd98f00b204e9800998ecf8427e,0.003588438034057617
1,120,False,d41d8cd98f00b204e9800998ecf8427e,0.0036487579345703125
1,120,False,d41d8cd98f00b204e9800998ecf8427e,0.009553194046020508
1,120,False,d41d8cd98f00b204e9800998ecf8427e,0.0024988651275634766
1,140,True,d41d8cd98f00b204e9800998ecf8427e,0.00849461555480957
1,140,True,d41d8cd98f00b204e9800998ecf8427e,0.003522634506225586
1,140,True,d41d8cd98f00b204e9800998ecf8427e,0.006186485290527344
1,140,True,d41d8cd98f00b204e9800998ecf8427e,0.0065500736236572266
1,140,True,d41d8cd98f00b204e9800998ecf8427e,0.0027277469635009766
1,140,False,d41d8cd98f00b204e9800998ecf8427e,0.005213022232055664
1,140,False,d41d8cd98f00b204e9800998ecf8427e,0.0030715465545654297
1,140,False,d41d8cd98f00b204e9800998ecf8427e,0.005138397216796875
1,140,False,d41d8cd98f00b204e9800998ecf8427e,0.006446123123168945
1,140,False,d41d8cd98f00b204e9800998ecf8427e,0.00645899772644043
1,160,True,d41d8cd98f00b204e9800998ecf8427e,0.0028295516967773438
1,160,True,d41d8cd98f00b204e9800998ecf8427e,0.007964134216308594
1,160,True,d41d8cd98f00b204e9800998ecf8427e,0.003591775894165039
1,160,True,d41d8cd98f00b204e9800998ecf8427e,0.002992868423461914
1,160,True,d41d8cd98f00b204e9800998ecf8427e,0.0028069019317626953
1,160,False,d41d8cd98f00b204e9800998ecf8427e,0.017635583877563477
1,160,False,d41d8cd98f00b204e9800998ecf8427e,0.006379365921020508
1,160,False,d41d8cd98f00b204e9800998ecf8427e,0.0058193206787109375
1,160,False,d41d8cd98f00b204e9800998ecf8427e,0.00782918930053711
1,160,False,d41d8cd98f00b204e9800998ecf8427e,0.005976676940917969
1,180,True,d41d8cd98f00b204e9800998ecf8427e,0.004347085952758789
1,180,True,d41d8cd98f00b204e9800998ecf8427e,0.006284236907958984
1,180,True,d41d8cd98f00b204e9800998ecf8427e,0.0036847591400146484
1,180,True,d41d8cd98f00b204e9800998ecf8427e,0.0031244754791259766
1,180,True,d41d8cd98f00b204e9800998ecf8427e,0.0035011768341064453
1,180,False,d41d8cd98f00b204e9800998ecf8427e,0.003888368606567383
1,180,False,d41d8cd98f00b204e9800998ecf8427e,0.0026307106018066406
1,180,False,d41d8cd98f00b204e9800998ecf8427e,0.0031538009643554688
1,180,False,d41d8cd98f00b204e9800998ecf8427e,0.0071141719818115234
1,180,False,d41d8cd98f00b204e9800998ecf8427e,0.005258798599243164
1,200,True,d41d8cd98f00b204e9800998ecf8427e,0.00402069091796875
1,200,True,d41d8cd98f00b204e9800998ecf8427e,0.004947662353515625
1,200,True,d41d8cd98f00b204e9800998ecf8427e,0.006087064743041992
1,200,True,d41d8cd98f00b204e9800998ecf8427e,0.002732992172241211
1,200,True,d41d8cd98f00b204e9800998ecf8427e,0.009473323822021484
1,200,False,d41d8cd98f00b204e9800998ecf8427e,0.0028047561645507812
1,200,False,d41d8cd98f00b204e9800998ecf8427e,0.002800464630126953
1,200,False,d41d8cd98f00b204e9800998ecf8427e,0.008453845977783203
1,200,False,d41d8cd98f00b204e9800998ecf8427e,0.002241849899291992
1,200,False,d41d8cd98f00b204e9800998ecf8427e,0.002721548080444336
